Imagen/danno,siniestro,ligero,moderado,fuerte,roof,sun roof,windshield,outside mirror,windshield wiper,hood,grill,head light,bumper,license plate,indicator light,front fender,shield,wheel,hub cap,door,door handle,window,roof post,quarter window,back fender,tail light,trunk,rearview mirror,window frame,seat,steering wheel,windshield washer,air filter,battery,distributor,radiator,alternator,oil filter,disk brake,muffler,transmission,spare wheel
6558.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6559.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6560.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6561.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6562.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6563.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6564.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6565.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6566.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6567.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6568.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6569.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6570.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6571.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6572.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6573.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6574.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6575.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6576.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6577.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6578.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6579.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6580.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6581.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6582.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6583.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6584.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6585.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6586.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6587.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6588.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6589.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6592.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6593.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6594.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6595.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6596.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6597.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6598.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6599.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6601.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6603.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6604.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6605.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6608.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6609.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6611.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6612.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6613.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6614.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6615.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6616.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6617.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6619.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6620.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6621.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6622.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6623.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6624.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6626.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6627.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6628.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6629.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6630.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6631.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6632.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6646.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6648.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6655.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6658.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6660.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6665.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6668.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6669.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6670.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6674.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6676.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6678.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6679.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6681.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6683.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6686.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6688.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6689.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6690.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6691.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6692.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6694.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6695.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6696.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6697.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6698.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6699.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6700.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6701.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6702.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6703.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6704.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6705.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6706.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6707.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6708.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6709.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6710.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6711.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6712.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6713.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6714.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6715.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6716.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6717.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6718.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6719.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6720.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6721.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6722.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6723.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6724.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6725.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6727.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6730.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6731.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6732.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6733.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6734.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6735.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6737.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6738.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6739.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6740.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6741.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6742.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6743.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6744.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6745.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6746.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6747.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6748.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6749.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6751.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6752.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6753.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6754.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6755.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6758.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6759.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6760.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6761.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6762.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6763.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6764.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6765.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6766.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6767.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6768.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6769.jpg,crack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6770.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6771.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6772.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6773.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6774.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6775.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6776.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6777.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6778.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6779.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6781.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6782.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6783.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6784.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6785.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6786.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6787.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6788.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6789.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6790.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6791.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6792.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6793.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6794.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6795.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6796.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6797.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6798.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6799.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6801.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6802.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6803.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6804.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6805.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6806.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6807.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6808.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6809.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6810.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6811.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6812.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6813.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6814.jpg,tire flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6815.jpg,lamp broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6816.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6817.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6818.jpg,glass shatter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819.jpg,scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6820.jpg,dent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
